time,light,sound
"00/17/2010 18:51:43",350.43,2
"00/17/2010 18:51:44",270.67,0
"00/17/2010 18:51:46",325.43,3
"00/17/2010 18:51:47",285.43,4
"00/17/2010 18:51:48",272.52,0
"00/17/2010 18:51:49",329.03,6
"00/17/2010 18:51:50",257.66,0
"00/17/2010 18:51:51",325.43,1
"00/17/2010 18:51:52",289.10,0
"00/17/2010 18:51:53",270.67,16
"00/17/2010 18:51:54",312.80,1
"00/17/2010 18:51:55",352.21,4
"00/17/2010 18:51:56",208.56,1
"00/17/2010 18:51:57",357.51,0
"00/17/2010 18:51:58",334.40,0
"00/17/2010 18:52:00",261.39,6
"00/17/2010 18:52:01",290.94,3
"00/17/2010 18:52:02",355.75,1
"00/17/2010 18:52:03",289.10,0
"00/17/2010 18:52:04",312.80,0
"00/17/2010 18:52:05",325.43,3
"00/17/2010 18:52:06",330.82,6
"00/17/2010 18:52:07",240.80,0
"00/17/2010 18:52:08",281.75,2
"00/17/2010 18:52:09",278.07,8
"00/17/2010 18:52:10",352.21,0
"00/17/2010 18:52:11",274.37,0
"00/17/2010 18:52:12",314.61,1
"00/17/2010 18:52:14",325.43,8
"00/17/2010 18:52:15",296.43,0
"00/17/2010 18:52:16",307.36,1
"00/17/2010 18:52:17",238.92,1
"00/17/2010 18:52:18",310.99,0
"00/17/2010 18:52:19",276.22,0
"00/17/2010 18:52:20",244.56,0
"00/17/2010 18:52:21",296.43,4
"00/17/2010 18:52:22",279.91,7
"00/17/2010 18:52:23",237.04,2
"00/17/2010 18:52:24",290.94,1
"00/17/2010 18:52:25",285.43,0
"00/17/2010 18:52:26",242.68,0
"00/17/2010 18:52:28",238.92,1
"00/17/2010 18:52:29",345.11,1
"00/17/2010 18:52:30",281.75,4
"00/17/2010 18:52:31",334.40,0
"00/17/2010 18:52:32",223.80,1
"00/17/2010 18:52:33",253.93,1
"00/17/2010 18:52:34",314.61,0
"00/17/2010 18:52:35",327.23,0
"00/17/2010 18:52:36",274.37,1
"00/17/2010 18:52:37",257.66,0
"00/17/2010 18:52:38",303.72,0
"00/17/2010 18:52:39",276.22,0
"00/17/2010 18:52:40",270.67,2
"00/17/2010 18:52:41",210.47,0
"00/17/2010 18:52:43",235.15,5
"00/17/2010 18:52:44",274.37,0
"00/17/2010 18:52:45",298.25,7
"00/17/2010 18:52:46",353.98,7
"00/17/2010 18:52:47",212.38,4
"00/17/2010 18:52:48",329.03,8
"00/17/2010 18:52:49",252.06,6
"00/17/2010 18:52:50",346.88,0
"00/17/2010 18:52:51",250.19,5
"00/17/2010 18:52:52",294.60,4
"00/17/2010 18:52:53",289.10,9
"00/17/2010 18:52:54",263.25,5
"00/17/2010 18:52:55",259.52,2
"00/17/2010 18:52:57",231.37,14
"00/17/2010 18:52:58",337.98,0
"00/17/2010 18:52:59",270.67,1
"00/17/2010 18:53:00",268.82,4
"00/17/2010 18:53:01",283.59,2
"00/17/2010 18:53:02",352.21,10
"00/17/2010 18:53:03",343.33,9
"00/17/2010 18:53:04",212.38,3
"00/17/2010 18:53:05",348.66,10
"00/17/2010 18:53:06",341.55,3
"00/17/2010 18:53:07",252.06,0
"00/17/2010 18:53:08",279.91,5
"00/17/2010 18:53:09",276.22,1
"00/17/2010 18:53:11",289.10,3
"00/17/2010 18:53:12",312.80,0
"00/17/2010 18:53:13",261.39,1
"00/17/2010 18:53:14",242.68,12
"00/17/2010 18:53:15",240.80,5
"00/17/2010 18:53:16",329.03,13
"00/17/2010 18:53:17",296.43,7
"00/17/2010 18:53:18",244.56,0
"00/17/2010 18:53:19",223.80,1
"00/17/2010 18:53:20",330.82,19
"00/17/2010 18:53:21",341.55,14
"00/17/2010 18:53:22",309.17,4
"00/17/2010 18:53:23",346.88,0
"00/17/2010 18:53:25",231.37,6
"00/17/2010 18:53:26",337.98,1
"00/17/2010 18:53:27",318.22,4
"00/17/2010 18:53:28",240.80,11
"00/17/2010 18:53:29",290.94,0
"00/17/2010 18:53:30",307.36,0
"00/17/2010 18:53:31",210.47,0
"00/17/2010 18:53:32",314.61,2
"00/17/2010 18:53:33",305.54,4
"00/17/2010 18:53:34",334.40,5
"00/17/2010 18:53:35",352.21,0
"00/17/2010 18:53:36",279.91,0
"00/17/2010 18:53:37",345.11,0
"00/17/2010 18:53:38",298.25,0
"00/17/2010 18:53:40",343.33,10
"00/17/2010 18:53:41",307.36,8
"00/17/2010 18:53:42",294.60,1
"00/17/2010 18:53:43",227.59,0
"00/17/2010 18:53:44",283.59,0
"00/17/2010 18:53:45",276.22,3
"00/17/2010 18:53:46",266.96,0
"00/17/2010 18:53:47",290.94,0
"00/17/2010 18:53:48",305.54,1
"00/17/2010 18:53:49",255.79,2
"00/17/2010 18:53:50",345.11,0
"00/17/2010 18:53:51",252.06,0
"00/17/2010 18:53:53",261.39,0
"00/17/2010 18:53:54",318.22,1
"00/17/2010 18:53:55",255.79,1
"00/17/2010 18:53:56",233.26,0
"00/17/2010 18:53:57",263.25,2
"00/17/2010 18:53:58",301.90,11
"00/17/2010 18:53:59",336.19,0
"00/17/2010 18:54:00",307.36,0
"00/17/2010 18:54:01",314.61,0
"00/17/2010 18:54:02",310.99,1
"00/17/2010 18:54:03",285.43,6
"00/17/2010 18:54:04",305.54,3
"00/17/2010 18:54:05",305.54,0
"00/17/2010 18:54:06",279.91,0
"00/17/2010 18:54:08",301.90,0
"00/17/2010 18:54:09",283.59,0
"00/17/2010 18:54:10",274.37,16
"00/17/2010 18:54:11",290.94,0
"00/17/2010 18:54:12",337.98,0
"00/17/2010 18:54:13",339.76,0
"00/17/2010 18:54:14",312.80,15
"00/17/2010 18:54:15",268.82,1
"00/17/2010 18:54:16",320.03,0
"00/17/2010 18:54:17",281.75,1
"00/17/2010 18:54:18",339.76,0
"00/17/2010 18:54:19",305.54,0
"00/17/2010 18:54:20",348.66,0
"00/17/2010 18:54:22",352.21,6
"00/17/2010 18:54:23",352.21,0
"00/17/2010 18:54:24",261.39,0
"00/17/2010 18:54:25",237.04,0
"00/17/2010 18:54:26",259.52,4
"00/17/2010 18:54:27",272.52,3
"00/17/2010 18:54:28",270.67,0
"00/17/2010 18:54:29",265.11,3
"00/17/2010 18:54:30",257.66,0
"00/17/2010 18:54:31",332.61,1
"00/17/2010 18:54:32",329.03,0
"00/17/2010 18:54:33",325.43,0
"00/17/2010 18:54:34",278.07,0
"00/17/2010 18:54:35",327.23,0
"00/17/2010 18:54:37",321.83,1
"00/17/2010 18:54:38",287.27,0
"00/17/2010 18:54:39",298.25,0
"00/17/2010 18:54:40",281.75,0
"00/17/2010 18:54:41",350.43,0
"00/17/2010 18:54:42",298.25,0
"00/17/2010 18:54:43",346.88,0
"00/17/2010 18:54:44",287.27,0
"00/17/2010 18:54:45",285.43,0
"00/17/2010 18:54:46",332.61,0
"00/17/2010 18:54:47",320.03,0
"00/17/2010 18:54:48",355.75,0
"00/17/2010 18:54:49",266.96,0
"00/17/2010 18:54:51",316.42,1
"00/17/2010 18:54:52",292.77,2
"00/17/2010 18:54:53",261.39,0
"00/17/2010 18:54:54",272.52,0
"00/17/2010 18:54:55",309.17,0
"00/17/2010 18:54:56",281.75,4
"00/17/2010 18:54:57",268.82,4
"00/17/2010 18:54:58",279.91,2
"00/17/2010 18:54:59",346.88,0
"00/17/2010 18:55:00",357.51,0
"00/17/2010 18:55:01",292.77,0
"00/17/2010 18:55:02",285.43,0
"00/17/2010 18:55:03",248.31,0
"00/17/2010 18:55:05",281.75,0
"00/17/2010 18:55:06",272.52,0
"00/17/2010 18:55:07",235.15,1
"00/17/2010 18:55:08",257.66,0
"00/17/2010 18:55:09",298.25,0
"00/17/2010 18:55:10",261.39,0
"00/17/2010 18:55:11",250.19,4
"00/17/2010 18:55:12",307.36,0
"00/17/2010 18:55:13",316.42,0
"00/17/2010 18:55:14",307.36,0
"00/17/2010 18:55:15",233.26,0
"00/17/2010 18:55:16",250.19,0
"00/17/2010 18:55:17",294.60,2
"00/17/2010 18:55:19",208.56,6
"00/17/2010 18:55:20",294.60,0
"00/17/2010 18:55:21",318.22,1
"00/17/2010 18:55:22",352.21,9
"00/17/2010 18:55:23",321.83,0
"00/17/2010 18:55:24",285.43,1
"00/17/2010 18:55:25",221.90,0
"00/17/2010 18:55:26",253.93,0
"00/17/2010 18:55:27",336.19,0
"00/17/2010 18:55:28",248.31,0
"00/17/2010 18:55:29",350.43,0
"00/17/2010 18:55:30",300.08,0
"00/17/2010 18:55:31",353.98,8
"00/17/2010 18:55:32",316.42,2
"00/17/2010 18:55:34",220.00,0
"00/17/2010 18:55:35",359.28,2
"00/17/2010 18:55:36",244.56,0
"00/17/2010 18:55:37",283.59,0
"00/17/2010 18:55:38",281.75,0
"00/17/2010 18:55:39",235.15,0
"00/17/2010 18:55:40",276.22,2
"00/17/2010 18:55:41",341.55,0
"00/17/2010 18:55:42",290.94,0
"00/17/2010 18:55:43",283.59,0
"00/17/2010 18:55:44",289.10,0
"00/17/2010 18:55:45",238.92,0
"00/17/2010 18:55:46",352.21,0
"00/17/2010 18:55:48",327.23,0
"00/17/2010 18:55:49",252.06,3
"00/17/2010 18:55:50",263.25,0
"00/17/2010 18:55:51",294.60,0
"00/17/2010 18:55:52",301.90,2
"00/17/2010 18:55:53",318.22,1
"00/17/2010 18:55:54",294.60,0
"00/17/2010 18:55:55",261.39,0
"00/17/2010 18:55:56",290.94,0
"00/17/2010 18:55:57",296.43,0
"00/17/2010 18:55:58",225.69,0
"00/17/2010 18:55:59",307.36,0
"00/17/2010 18:56:00",242.68,0
"00/17/2010 18:56:02",259.52,0
"00/17/2010 18:56:03",350.43,0
"00/17/2010 18:56:04",341.55,0
"00/17/2010 18:56:05",290.94,0
"00/17/2010 18:56:06",309.17,0
"00/17/2010 18:56:07",261.39,2
"00/17/2010 18:56:08",152.36,2
"00/17/2010 18:56:09",92.63,0
"00/17/2010 18:56:10",22.98,0
"00/17/2010 18:56:11",287.27,1
"00/17/2010 18:56:12",361.04,0
