Acceleration, Time
9.657306304735114, 07/02/2010 05:22:13:857
9.657306304735114, 07/02/2010 05:22:13:880
9.591452655895925, 07/02/2010 05:22:13:921
9.591452655895925, 07/02/2010 05:22:13:940
9.591452655895925, 07/02/2010 05:22:13:960
9.591452655895925, 07/02/2010 05:22:13:979
9.625356296038271, 07/02/2010 05:22:14:119
9.625356296038271, 07/02/2010 05:22:14:159
9.625356296038271, 07/02/2010 05:22:14:178
9.625356296038271, 07/02/2010 05:22:14:206
9.625356296038271, 07/02/2010 05:22:14:228
9.625356296038271, 07/02/2010 05:22:14:249
9.625356296038271, 07/02/2010 05:22:14:271
9.625356296038271, 07/02/2010 05:22:14:292
9.625356296038271, 07/02/2010 05:22:14:323
9.69372712851408, 07/02/2010 05:22:14:351
9.69372712851408, 07/02/2010 05:22:14:387
9.69372712851408, 07/02/2010 05:22:14:409
9.69372712851408, 07/02/2010 05:22:14:427
9.69372712851408, 07/02/2010 05:22:14:446
9.69372712851408, 07/02/2010 05:22:14:468
9.69372712851408, 07/02/2010 05:22:14:488
9.69372712851408, 07/02/2010 05:22:14:509
9.69372712851408, 07/02/2010 05:22:14:530
9.69372712851408, 07/02/2010 05:22:14:551
9.662981668288504, 07/02/2010 05:22:14:593
9.662981668288504, 07/02/2010 05:22:14:612
9.662981668288504, 07/02/2010 05:22:14:631
9.662981668288504, 07/02/2010 05:22:14:650
9.662981668288504, 07/02/2010 05:22:14:686
9.662981668288504, 07/02/2010 05:22:14:705
9.662981668288504, 07/02/2010 05:22:14:725
9.662981668288504, 07/02/2010 05:22:14:744
9.662981668288504, 07/02/2010 05:22:14:764
9.73322280751361, 07/02/2010 05:22:14:791
9.73322280751361, 07/02/2010 05:22:14:856
9.73322280751361, 07/02/2010 05:22:14:875
9.73322280751361, 07/02/2010 05:22:14:896
9.73322280751361, 07/02/2010 05:22:14:915
9.73322280751361, 07/02/2010 05:22:14:935
9.827682897573258, 07/02/2010 05:22:15:94
9.827682897573258, 07/02/2010 05:22:15:113
9.827682897573258, 07/02/2010 05:22:15:132
9.827682897573258, 07/02/2010 05:22:15:151
9.827682897573258, 07/02/2010 05:22:15:179
9.827682897573258, 07/02/2010 05:22:15:200
9.78636937340377, 07/02/2010 05:22:15:241
9.78636937340377, 07/02/2010 05:22:15:260
9.78636937340377, 07/02/2010 05:22:15:279
9.78636937340377, 07/02/2010 05:22:15:298
9.78636937340377, 07/02/2010 05:22:15:319
9.78636937340377, 07/02/2010 05:22:15:340
9.78636937340377, 07/02/2010 05:22:15:361
9.78636937340377, 07/02/2010 05:22:15:382
9.78636937340377, 07/02/2010 05:22:15:405
9.78636937340377, 07/02/2010 05:22:15:425
9.80288516800985, 07/02/2010 05:22:15:462
9.80288516800985, 07/02/2010 05:22:15:494
9.80288516800985, 07/02/2010 05:22:15:513
9.80288516800985, 07/02/2010 05:22:15:532
9.80288516800985, 07/02/2010 05:22:15:553
9.80288516800985, 07/02/2010 05:22:15:574
9.80288516800985, 07/02/2010 05:22:15:596
9.80288516800985, 07/02/2010 05:22:15:617
9.80288516800985, 07/02/2010 05:22:15:671
9.80288516800985, 07/02/2010 05:22:15:698
9.80288516800985, 07/02/2010 05:22:15:741
9.720787693335671, 07/02/2010 05:22:15:767
9.720787693335671, 07/02/2010 05:22:15:803
9.720787693335671, 07/02/2010 05:22:15:822
9.720787693335671, 07/02/2010 05:22:15:856
9.720787693335671, 07/02/2010 05:22:15:876
9.720787693335671, 07/02/2010 05:22:15:911
9.720787693335671, 07/02/2010 05:22:15:955
9.720787693335671, 07/02/2010 05:22:16:288
9.720787693335671, 07/02/2010 05:22:16:317
9.720787693335671, 07/02/2010 05:22:16:339
9.787535186743304, 07/02/2010 05:22:16:358
9.787535186743304, 07/02/2010 05:22:16:378
9.787535186743304, 07/02/2010 05:22:16:398
9.787535186743304, 07/02/2010 05:22:16:417
9.787535186743304, 07/02/2010 05:22:16:437
9.787535186743304, 07/02/2010 05:22:16:457
9.787535186743304, 07/02/2010 05:22:16:480
9.787535186743304, 07/02/2010 05:22:16:499
9.787535186743304, 07/02/2010 05:22:16:521
9.787535186743304, 07/02/2010 05:22:16:546
9.787535186743304, 07/02/2010 05:22:16:568
9.795274521630395, 07/02/2010 05:22:16:592
9.795274521630395, 07/02/2010 05:22:16:612
9.795274521630395, 07/02/2010 05:22:16:643
9.795274521630395, 07/02/2010 05:22:16:687
9.795274521630395, 07/02/2010 05:22:16:706
9.795274521630395, 07/02/2010 05:22:16:728
9.795274521630395, 07/02/2010 05:22:16:747
9.795274521630395, 07/02/2010 05:22:16:766
9.655491079981664, 07/02/2010 05:22:16:786
9.655491079981664, 07/02/2010 05:22:16:805
9.655491079981664, 07/02/2010 05:22:16:824
9.655491079981664, 07/02/2010 05:22:16:843
9.655491079981664, 07/02/2010 05:22:16:862
9.655491079981664, 07/02/2010 05:22:16:881
9.655491079981664, 07/02/2010 05:22:16:970
9.689477337263137, 07/02/2010 05:22:17:32
9.689477337263137, 07/02/2010 05:22:17:74
9.689477337263137, 07/02/2010 05:22:17:116
9.689477337263137, 07/02/2010 05:22:17:378
9.657326055032165, 07/02/2010 05:22:17:416
9.657326055032165, 07/02/2010 05:22:17:446
